product_id,product_name,category,subcategory,cost_price
107,Parent Mobile,Electronics,Mobiles,17524.6
108,Station Audio,Electronics,Audio,23367.84
109,Eight Mobile,Electronics,Mobiles,11828.18
110,Gas Accessorie,Electronics,Accessories,19235.85
111,However Camera,Electronics,Cameras,22288.77
112,Fast Camera,Electronics,Cameras,22673.84
113,Technology Camera,Electronics,Cameras,24105.4
114,Stock Audio,Electronics,Audio,21514.15
115,Increase Mobile,Electronics,Mobiles,13454.6
116,His Audio,Electronics,Audio,24469.17
117,Build Mobile,Electronics,Mobiles,24463.34
118,Work Camera,Electronics,Cameras,13633.91
119,Organization Audio,Electronics,Audio,5780.12
120,Decision Camera,Electronics,Cameras,6927.46
121,Person Mobile,Electronics,Mobiles,16521.93
122,Offer Audio,Electronics,Audio,22099.73
123,Couple Mobile,Electronics,Mobiles,1728.91
124,Rest Audio,Electronics,Audio,14964.73
125,Special Mobile,Electronics,Mobiles,1153.71
126,Oil Camera,Electronics,Cameras,5470.87
127,Agreement Mobile,Electronics,Mobiles,24837.41
128,Short Laptop,Electronics,Laptops,18301.36
129,Main Accessorie,Electronics,Accessories,19324.83
130,Yes Accessorie,Electronics,Accessories,21912.65
131,Section Audio,Electronics,Audio,7547.5
132,Determine Mobile,Electronics,Mobiles,14812.09
133,Left Laptop,Electronics,Laptops,10708.65
134,Subject Camera,Electronics,Cameras,8643.15
135,Film Camera,Electronics,Cameras,8002.42
136,Theory Camera,Electronics,Cameras,7532.22
137,Room Laptop,Electronics,Laptops,11864.29
138,Authority Women,Clothing,Women,17704.04
139,Tell Footwear,Clothing,Footwear,14081.53
140,Thus Footwear,Clothing,Footwear,3395.61
141,Stuff Women,Clothing,Women,8290.06
142,Stuff Men,Clothing,Men,21185.98
143,Issue Men,Clothing,Men,20743.69
144,Report Men,Clothing,Men,16858.11
145,Money Winterwear,Clothing,Winterwear,1865.97
146,Chair Winterwear,Clothing,Winterwear,13993.32
147,Property Footwear,Clothing,Footwear,22680.47
148,Floor Kid,Clothing,Kids,432.58
149,Effort Women,Clothing,Women,2977.04
150,Entire Footwear,Clothing,Footwear,17405.88
151,Reason Women,Clothing,Women,6021.31
152,Class Kid,Clothing,Kids,9547.51
153,Senior Winterwear,Clothing,Winterwear,7745.14
154,Land Kid,Clothing,Kids,12457.07
155,Strategy Men,Clothing,Men,18074.22
156,Huge Kid,Clothing,Kids,9299.09
157,Back Footwear,Clothing,Footwear,21608.92
158,List Women,Clothing,Women,13855.12
159,Piece Winterwear,Clothing,Winterwear,10468.57
160,Measure Women,Clothing,Women,5788.96
161,Pass Winterwear,Clothing,Winterwear,12507.57
162,Institution Kid,Clothing,Kids,20548.72
163,Nor Footwear,Clothing,Footwear,18332.67
164,Move Kid,Clothing,Kids,18021.82
165,Wind Footwear,Clothing,Footwear,22239.65
166,Wife Men,Clothing,Men,20984.76
167,True Men,Clothing,Men,16721.98
168,Role Men,Clothing,Men,21071.49
169,Kid Women,Clothing,Women,3818.19
170,Of Women,Clothing,Women,9361.36
171,Although Winterwear,Clothing,Winterwear,23350.9
172,Street Footwear,Clothing,Footwear,442.51
173,Here Winterwear,Clothing,Winterwear,345.68
174,Science Winterwear,Clothing,Winterwear,13416.67
175,Want Kid,Clothing,Kids,20338.27
176,Task Footwear,Clothing,Footwear,22748.85
177,Not Men,Clothing,Men,13133.42
178,Phone Women,Clothing,Women,13185.08
179,Pull Kid,Clothing,Kids,9952.57
180,Who Kid,Clothing,Kids,11501.99
181,Bed Women,Clothing,Women,5685.14
182,Boy Men,Clothing,Men,21462.57
183,Specific Men,Clothing,Men,9512.64
184,Energy Winterwear,Clothing,Winterwear,15936.86
185,Really Women,Clothing,Women,21140.98
186,Red Kid,Clothing,Kids,21456.11
187,Hear Men,Clothing,Men,22982.85
188,Compare Women,Clothing,Women,21709.52
189,Radio Winterwear,Clothing,Winterwear,1211.72
190,Position Men,Clothing,Men,7045.31
191,Another Winterwear,Clothing,Winterwear,870.9
192,Order Kid,Clothing,Kids,5218.59
193,Quite Women,Clothing,Women,17832.15
194,Research Footwear,Clothing,Footwear,7516.96
195,Radio Winterwear,Clothing,Winterwear,20874.53
196,Instead Footwear,Clothing,Footwear,13537.03
197,Soldier Footwear,Clothing,Footwear,3541.77
198,Glass Men,Clothing,Men,24359.37
199,Style Men,Clothing,Men,5841.99
200,Law Men,Clothing,Men,19236.69
201,Born Winterwear,Clothing,Winterwear,19350.2
202,Action Men,Clothing,Men,19599.53
203,Billion Footwear,Clothing,Footwear,8927.49
204,Evening Footwear,Clothing,Footwear,17008.39
205,Doctor Footwear,Clothing,Footwear,15484.47
206,Mrs Women,Clothing,Women,2096.85
207,Skin Women,Clothing,Women,19608.06
208,Natural Women,Clothing,Women,7951.12
209,Open Men,Clothing,Men,23576.86
210,Partner Footwear,Clothing,Footwear,6780.67
211,Rise Women,Clothing,Women,10802.94
212,Parent Winterwear,Clothing,Winterwear,10230.7
213,Do Men,Clothing,Men,13877.78
214,Like Winterwear,Clothing,Winterwear,8144.54
215,House Footwear,Clothing,Footwear,10374.56
216,Include Men,Clothing,Men,14010.44
217,Major Women,Clothing,Women,4281.09
218,Sport Footwear,Clothing,Footwear,6759.53
219,Respond Kid,Clothing,Kids,1628.52
220,Per Footwear,Clothing,Footwear,7528.82
221,Rock Men,Clothing,Men,23608.35
222,Month Footwear,Clothing,Footwear,4928.93
223,City Men,Clothing,Men,218.85
224,Hair Footwear,Clothing,Footwear,15523.8
225,Ago Kid,Clothing,Kids,10793.87
226,Meeting Winterwear,Clothing,Winterwear,8050.6
227,Book Women,Clothing,Women,4482.05
228,Find Footwear,Clothing,Footwear,7321.63
229,Just Footwear,Clothing,Footwear,19560.26
230,Wife Kid,Clothing,Kids,20421.54
231,Bed Footwear,Clothing,Footwear,23305.08
232,Business Women,Clothing,Women,13663.45
233,Theory Winterwear,Clothing,Winterwear,18193.97
234,Yeah Women,Clothing,Women,7318.71
235,Show Men,Clothing,Men,19901.64
236,Change Footwear,Clothing,Footwear,3522.52
237,Happen Kid,Clothing,Kids,16483.64
238,Forget Footwear,Clothing,Footwear,1895.43
239,Gun Winterwear,Clothing,Winterwear,10050.09
240,Lose Winterwear,Clothing,Winterwear,21747.36
241,Still Footwear,Clothing,Footwear,19778.49
242,Design Kid,Clothing,Kids,20316.81
243,Near Winterwear,Clothing,Winterwear,2170.3
244,Meeting Women,Clothing,Women,8907.47
245,Happen Winterwear,Clothing,Winterwear,24591.02
246,Maybe Footwear,Clothing,Footwear,8323.34
247,Bill Footwear,Clothing,Footwear,2510.23
248,Left Women,Clothing,Women,12994.0
249,Seven Winterwear,Clothing,Winterwear,5564.74
250,Same Kid,Clothing,Kids,19319.94
251,Local Winterwear,Clothing,Winterwear,3811.09
252,From Men,Clothing,Men,7421.03
253,Audience Men,Clothing,Men,23519.87
254,First Women,Clothing,Women,8609.51
255,Another Women,Clothing,Women,8740.09
256,Take Men,Clothing,Men,17434.24
257,See Kid,Clothing,Kids,1164.84
258,Building Men,Clothing,Men,8609.79
259,Agency Men,Clothing,Men,4150.63
260,Time Women,Clothing,Women,13820.16
261,Gun Kid,Clothing,Kids,23963.64
262,Raise Women,Clothing,Women,15762.52
263,Boy Women,Clothing,Women,10831.75
264,Research Men,Clothing,Men,22083.28
265,Such Footwear,Clothing,Footwear,9751.45
266,Community Women,Clothing,Women,18820.52
267,Wonder Men,Clothing,Men,19997.58
268,Sit Winterwear,Clothing,Winterwear,8183.32
269,Either Footwear,Clothing,Footwear,16784.0
270,Name Footwear,Clothing,Footwear,15995.76
271,Contain Winterwear,Clothing,Winterwear,9843.97
272,Old Men,Clothing,Men,21145.67
273,Collection Winterwear,Clothing,Winterwear,16856.04
274,Give Kid,Clothing,Kids,14774.7
275,Opportunity Furniture,Home,Furniture,6002.39
276,Last Kitchen,Home,Kitchen,17351.24
277,Maintain Storage,Home,Storage,14930.82
278,Each Storage,Home,Storage,4684.55
279,Subject Storage,Home,Storage,16149.24
280,Interview Furniture,Home,Furniture,12266.57
281,Professional Furniture,Home,Furniture,21057.53
282,Create Storage,Home,Storage,9008.03
283,Cultural Kitchen,Home,Kitchen,4918.46
284,Push Lighting,Home,Lighting,12660.68
285,Really Lighting,Home,Lighting,12318.56
286,Lay Lighting,Home,Lighting,2112.63
287,Individual Kitchen,Home,Kitchen,5552.21
288,Air Kitchen,Home,Kitchen,13463.34
289,Sing Furniture,Home,Furniture,14162.98
290,Positive Lighting,Home,Lighting,2874.61
291,Use Kitchen,Home,Kitchen,13600.5
292,Decade Decor,Home,Decor,18931.82
293,Listen Lighting,Home,Lighting,24744.9
294,Person Kitchen,Home,Kitchen,16359.11
295,Laugh Furniture,Home,Furniture,24982.85
296,Improve Lighting,Home,Lighting,21561.88
297,Above Kitchen,Home,Kitchen,24849.24
298,Sea Furniture,Home,Furniture,18453.44
299,Difficult Decor,Home,Decor,15276.03
300,Describe Lighting,Home,Lighting,3523.91
301,Family Furniture,Home,Furniture,20145.74
302,Soldier Storage,Home,Storage,7063.07
303,Score Storage,Home,Storage,24476.05
304,Table Decor,Home,Decor,6720.21
305,Style Storage,Home,Storage,16998.52
306,At Kitchen,Home,Kitchen,18764.85
307,Participant Lighting,Home,Lighting,24812.53
308,Blue Furniture,Home,Furniture,3360.64
309,Successful Furniture,Home,Furniture,20720.62
310,Try Lighting,Home,Lighting,14456.77
311,Not Decor,Home,Decor,9410.55
312,Culture Kitchen,Home,Kitchen,22009.12
313,History Kitchen,Home,Kitchen,18757.57
314,Gas Decor,Home,Decor,12226.71
315,Debate Storage,Home,Storage,19364.68
316,Lot Kitchen,Home,Kitchen,11488.31
317,Build Decor,Home,Decor,19902.16
318,Everybody Lighting,Home,Lighting,10769.6
319,Religious Furniture,Home,Furniture,8105.49
320,Travel Decor,Home,Decor,14469.44
321,Might Storage,Home,Storage,19718.18
322,News Kitchen,Home,Kitchen,15673.18
323,Purpose Lighting,Home,Lighting,23239.35
324,Form Furniture,Home,Furniture,66.86
325,Picture Lighting,Home,Lighting,17230.37
326,Important Furniture,Home,Furniture,7581.54
327,Popular Decor,Home,Decor,9042.86
328,Including Kitchen,Home,Kitchen,22599.82
329,People Furniture,Home,Furniture,15658.83
330,Build Furniture,Home,Furniture,2325.42
331,Happen Kitchen,Home,Kitchen,11946.33
332,He Furniture,Home,Furniture,13010.13
333,Through Lighting,Home,Lighting,17405.15
334,Lot Kitchen,Home,Kitchen,10586.73
335,Prepare Furniture,Home,Furniture,5762.22
336,Consider Kitchen,Home,Kitchen,2605.56
337,Teach Decor,Home,Decor,7516.42
338,Report Lighting,Home,Lighting,18841.29
339,Season Furniture,Home,Furniture,16944.57
340,Such Kitchen,Home,Kitchen,261.44
341,Finish Furniture,Home,Furniture,18074.68
342,Why Furniture,Home,Furniture,15421.1
343,Possible Lighting,Home,Lighting,2212.87
344,Performance Kitchen,Home,Kitchen,3122.77
345,Become Lighting,Home,Lighting,10763.25
346,Remember Furniture,Home,Furniture,16133.28
347,Center Furniture,Home,Furniture,15020.2
348,Form Storage,Home,Storage,23534.92
349,Buy Kitchen,Home,Kitchen,16477.21
350,Edge Decor,Home,Decor,15192.83
351,Focus Furniture,Home,Furniture,7423.77
352,But Kitchen,Home,Kitchen,19854.76
353,Cover Furniture,Home,Furniture,2862.95
354,Hour Lighting,Home,Lighting,1821.75
355,Rule Kitchen,Home,Kitchen,23351.41
356,Chance Furniture,Home,Furniture,20982.38
357,Much Lighting,Home,Lighting,17089.4
358,Important Lighting,Home,Lighting,19270.66
359,Kid Kitchen,Home,Kitchen,394.15
360,Pick Furniture,Home,Furniture,1558.7
361,Certainly Lighting,Home,Lighting,15732.84
362,Paper Storage,Home,Storage,10618.2
363,Identify Lighting,Home,Lighting,13437.29
364,Land Storage,Home,Storage,2135.75
365,Cultural Kitchen,Home,Kitchen,5119.78
366,Message Furniture,Home,Furniture,9798.75
367,Prove Kitchen,Home,Kitchen,10965.28
368,Note Furniture,Home,Furniture,2201.01
369,Rule Lighting,Home,Lighting,15326.81
370,Wide Kitchen,Home,Kitchen,18555.25
371,Quite Furniture,Home,Furniture,17712.12
372,Word Kitchen,Home,Kitchen,23827.75
373,Consumer Storage,Home,Storage,20571.55
374,One Decor,Home,Decor,3216.92
375,Compare Decor,Home,Decor,2995.52
376,Might Kitchen,Home,Kitchen,10761.65
377,Fight Storage,Home,Storage,17822.47
378,Challenge Storage,Home,Storage,12428.88
379,Culture Storage,Home,Storage,12515.27
380,Forward Storage,Home,Storage,3974.88
381,Thousand Kitchen,Home,Kitchen,16869.3
382,Little Kitchen,Home,Kitchen,12745.18
383,President Kitchen,Home,Kitchen,356.59
384,Argue Kitchen,Home,Kitchen,9605.34
385,Tree Furniture,Home,Furniture,24010.54
386,Her Kitchen,Home,Kitchen,22852.99
387,Act Lighting,Home,Lighting,6244.17
388,Memory Decor,Home,Decor,1993.28
389,Century Decor,Home,Decor,16849.48
390,Day Kitchen,Home,Kitchen,20118.23
391,Teacher Kitchen,Home,Kitchen,1769.71
392,If Lighting,Home,Lighting,19349.51
393,Or Decor,Home,Decor,13849.63
394,Mouth Kitchen,Home,Kitchen,7325.3
395,Read Decor,Home,Decor,6102.47
396,Miss Decor,Home,Decor,12359.35
397,Issue Furniture,Home,Furniture,13686.65
398,Reveal Furniture,Home,Furniture,23313.32
399,Million Kitchen,Home,Kitchen,8693.27
400,Just Kitchen,Home,Kitchen,86.48
401,See Lighting,Home,Lighting,18194.02
402,Though Kitchen,Home,Kitchen,24578.74
403,Life Lighting,Home,Lighting,1544.38
404,Middle Furniture,Home,Furniture,2371.01
405,Computer Furniture,Home,Furniture,13017.99
406,Beautiful Decor,Home,Decor,18710.09
407,Other Storage,Home,Storage,3381.17
408,Allow Lighting,Home,Lighting,14217.13
409,Stuff Lighting,Home,Lighting,3311.17
410,Sort Decor,Home,Decor,7909.47
411,Discussion Lighting,Home,Lighting,18397.05
412,Final Academic,Books,Academic,5878.6
413,Alone Non-Fiction,Books,Non-Fiction,19265.16
414,Face Fiction,Books,Fiction,4151.16
415,Down Comic,Books,Comics,3062.38
416,Note Academic,Books,Academic,5230.52
417,Fight Academic,Books,Academic,21319.43
418,Concern Fiction,Books,Fiction,17167.07
419,Statement Children,Books,Children,20906.32
420,Lot Academic,Books,Academic,17793.38
421,Others Academic,Books,Academic,1271.32
422,Situation Academic,Books,Academic,24767.38
423,Spring Fiction,Books,Fiction,21372.3
424,Space Children,Books,Children,6283.82
425,Mission Comic,Books,Comics,19855.55
426,Often Fiction,Books,Fiction,20767.79
427,Much Non-Fiction,Books,Non-Fiction,20600.65
428,Budget Academic,Books,Academic,23442.49
429,Page Fiction,Books,Fiction,6507.58
430,Build Fiction,Books,Fiction,1658.58
431,Executive Comic,Books,Comics,2344.87
432,Stage Academic,Books,Academic,23559.9
433,Of Fiction,Books,Fiction,14368.41
434,Than Comic,Books,Comics,9599.1
435,Hit Comic,Books,Comics,5407.17
436,Occur Non-Fiction,Books,Non-Fiction,11177.99
437,Test Non-Fiction,Books,Non-Fiction,15498.45
438,Something Non-Fiction,Books,Non-Fiction,12497.35
439,Analysis Children,Books,Children,2238.65
440,Soon Comic,Books,Comics,5026.47
441,Serve Children,Books,Children,24852.48
442,Let Children,Books,Children,24735.62
443,Office Academic,Books,Academic,19546.81
444,Discover Academic,Books,Academic,12584.71
445,Large Comic,Books,Comics,700.27
446,Blue Children,Books,Children,22399.33
447,Simply Academic,Books,Academic,24788.71
448,Themselves Children,Books,Children,14620.52
449,Ready Non-Fiction,Books,Non-Fiction,2548.35
450,Society Non-Fiction,Books,Non-Fiction,20416.31
451,End Fiction,Books,Fiction,23697.67
452,Finish Children,Books,Children,19944.9
453,Two Academic,Books,Academic,24788.97
454,Alone Non-Fiction,Books,Non-Fiction,14833.36
455,Listen Academic,Books,Academic,753.75
456,Everyone Academic,Books,Academic,14111.98
457,Happen Children,Books,Children,20925.59
458,Training Comic,Books,Comics,4430.14
459,Technology Fiction,Books,Fiction,5853.95
460,Begin Non-Fiction,Books,Non-Fiction,11975.83
461,Leg Academic,Books,Academic,5076.54
462,Tree Non-Fiction,Books,Non-Fiction,4477.62
463,Buy Academic,Books,Academic,3735.41
464,Stand Non-Fiction,Books,Non-Fiction,21169.7
465,Task Academic,Books,Academic,9371.09
466,Economic Comic,Books,Comics,8447.2
467,Determine Academic,Books,Academic,3979.72
468,Talk Comic,Books,Comics,24018.52
469,Sing Academic,Books,Academic,24220.14
470,Per Children,Books,Children,5619.77
471,Risk Children,Books,Children,9490.68
472,Have Academic,Books,Academic,18234.33
473,Traditional Children,Books,Children,24857.36
474,See Children,Books,Children,15079.6
475,Poor Children,Books,Children,14160.48
476,Project Comic,Books,Comics,18646.32
477,Later Non-Fiction,Books,Non-Fiction,8021.99
478,Company Fiction,Books,Fiction,16767.11
479,Power Academic,Books,Academic,6667.05
480,Chair Non-Fiction,Books,Non-Fiction,8794.5
481,Still Fiction,Books,Fiction,1251.28
482,Design Comic,Books,Comics,24229.09
483,Teach Comic,Books,Comics,9498.88
484,Design Children,Books,Children,20728.73
485,Support Children,Books,Children,17194.65
486,Artist Non-Fiction,Books,Non-Fiction,19989.9
487,Over Fiction,Books,Fiction,8001.99
488,Have Fiction,Books,Fiction,4294.12
489,No Comic,Books,Comics,1921.31
490,Fast Fiction,Books,Fiction,24632.64
491,Picture Comic,Books,Comics,10811.52
492,Nothing Non-Fiction,Books,Non-Fiction,10883.3
493,Concern Fiction,Books,Fiction,5178.48
494,Game Non-Fiction,Books,Non-Fiction,13875.11
495,Score Children,Books,Children,7074.0
496,Final Non-Fiction,Books,Non-Fiction,9852.91
497,Figure Children,Books,Children,3882.07
498,Page Academic,Books,Academic,2236.33
499,Example Children,Books,Children,2469.82
500,Toward Non-Fiction,Books,Non-Fiction,7330.7
501,My Fiction,Books,Fiction,2931.95
502,We Comic,Books,Comics,22377.19
503,Respond Academic,Books,Academic,13625.94
504,Teacher Non-Fiction,Books,Non-Fiction,9567.06
505,Beyond Non-Fiction,Books,Non-Fiction,6619.23
506,Central Comic,Books,Comics,20935.11
507,Social Children,Books,Children,18818.27
508,Stock Fiction,Books,Fiction,8627.6
509,Its Children,Books,Children,18923.6
510,Why Non-Fiction,Books,Non-Fiction,21027.89
511,Artist Children,Books,Children,13411.08
512,Factor Comic,Books,Comics,5929.27
513,Trial Academic,Books,Academic,22574.29
514,Reality Fiction,Books,Fiction,22516.35
515,Card Children,Books,Children,15525.81
516,Science Fiction,Books,Fiction,11253.54
517,Tree Non-Fiction,Books,Non-Fiction,20221.09
518,Cause Non-Fiction,Books,Non-Fiction,2005.29
519,Enjoy Comic,Books,Comics,20572.97
520,Child Non-Fiction,Books,Non-Fiction,6484.26
521,Seek Fiction,Books,Fiction,13931.29
522,Fund Children,Books,Children,6941.21
523,Them Comic,Books,Comics,358.48
524,End Children,Books,Children,19553.06
525,Sort Fiction,Books,Fiction,3747.58
526,Threat Children,Books,Children,24122.55
527,Require Fiction,Books,Fiction,14088.96
528,Increase Fiction,Books,Fiction,21693.51
529,Might Academic,Books,Academic,6640.21
530,Change Comic,Books,Comics,11852.51
531,Participant Non-Fiction,Books,Non-Fiction,3639.12
532,Project Children,Books,Children,10072.91
533,Exist Comic,Books,Comics,8320.78
534,Product Non-Fiction,Books,Non-Fiction,11906.69
535,Join Academic,Books,Academic,554.81
536,How Academic,Books,Academic,21079.02
537,Live Fiction,Books,Fiction,5737.54
538,Bag Academic,Books,Academic,11105.61
539,Property Academic,Books,Academic,10448.48
540,Study Fiction,Books,Fiction,5324.19
541,Up Comic,Books,Comics,18999.36
542,Specific Academic,Books,Academic,12905.98
543,Better Non-Fiction,Books,Non-Fiction,17753.76
544,Interesting Comic,Books,Comics,21289.82
545,Myself Children,Books,Children,4859.45
546,So Non-Fiction,Books,Non-Fiction,6274.78
547,Fall Comic,Books,Comics,9041.36
548,Run Non-Fiction,Books,Non-Fiction,20596.48
