item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return
2853,1165,239,6,22483.07,7.27,False
2296,939,175,6,25086.18,22.74,False
3269,1341,192,-5,1477.27,9.98,True
3875,1584,205,6,21407.31,3.56,False
4892,1992,217,3,16111.13,17.63,False
1028,423,62,-6,10082.52,12.87,True
2220,906,487,1,11680.01,16.6,False
4392,1792,278,6,242.86,29.85,False
3679,1503,12,2,28883.09,11.2,False
3663,1497,515,4,28737.87,39.72,False
172,70,297,3,2642.71,32.51,False
2591,1055,443,2,376.82,31.16,False
3469,1414,125,6,5543.65,5.56,False
4618,1877,516,3,29284.86,31.64,False
873,363,181,4,20584.47,10.43,False
4367,1782,43,5,29452.37,7.53,False
631,258,333,1,18905.43,12.38,False
1905,778,446,5,16912.51,14.82,False
3394,1383,473,6,13127.84,33.79,False
3578,1462,81,4,2317.51,5.02,False
3555,1455,290,6,20139.55,6.99,False
4294,1751,169,3,15942.13,36.9,False
2906,1185,548,3,12786.3,20.47,False
104,42,398,2,8851.92,5.45,False
3904,1596,352,3,2039.66,5.09,False
349,142,382,6,19455.47,9.28,False
844,349,164,2,15657.39,6.13,False
3341,1365,486,2,15078.54,39.45,False
1090,450,81,6,24568.4,28.81,False
2299,939,361,4,4066.81,25.09,False
1739,708,80,4,25827.28,26.95,False
3187,1304,318,4,11514.65,0.03,False
1880,770,421,3,15388.15,23.55,False
2903,1184,448,2,11279.17,9.74,False
2142,874,275,5,25451.75,12.42,False
1221,503,152,4,15534.21,12.01,False
2598,1057,153,4,15780.91,22.29,False
19,9,84,2,14487.09,37.14,False
3314,1356,512,5,27649.74,8.34,False
4011,1640,242,-2,3327.41,30.06,True
3391,1382,532,3,15127.02,10.68,False
1527,626,137,3,4999.58,15.79,False
3369,1374,118,4,15580.67,23.68,False
115,47,249,4,8289.53,1.96,False
3441,1404,425,5,24629.13,24.51,False
1376,568,429,-4,11473.4,7.19,True
3001,1226,63,-6,27759.68,19.14,True
4435,1809,445,6,28016.64,22.45,False
2383,969,500,3,16065.62,35.02,False
3533,1443,194,2,2301.72,23.55,False
4226,1724,495,1,3109.15,25.16,False
1433,590,393,3,23598.54,37.59,False
1622,662,329,4,16779.01,12.1,False
1197,493,203,3,28236.41,32.53,False
1377,569,450,-2,7828.06,24.29,True
503,210,93,3,7910.44,12.54,False
2172,885,292,1,10611.43,24.84,False
4065,1659,66,5,17971.87,28.0,False
2592,1055,470,4,9448.56,11.57,False
1022,422,44,5,15980.45,33.05,False
510,212,58,4,1569.64,23.76,False
3349,1367,259,3,21535.34,5.19,False
1702,695,309,2,13678.83,2.12,False
2410,980,533,1,23052.55,38.94,False
562,233,161,5,5254.83,34.68,False
3147,1290,382,1,2928.63,20.39,False
3507,1432,56,6,18908.79,18.92,False
4351,1775,74,4,28195.69,34.16,False
3930,1607,474,-6,8749.92,32.14,True
2243,916,14,1,964.2,39.98,False
4554,1852,57,3,15092.74,3.62,False
2581,1050,307,3,2229.07,23.75,False
1440,593,460,5,3105.07,21.05,False
2461,1000,354,4,27235.88,35.73,False
2533,1031,455,1,5029.72,0.78,False
783,326,385,5,17768.94,18.03,False
1248,516,190,4,5587.84,36.67,False
423,180,436,2,7613.31,33.66,False
227,95,103,2,7695.4,13.62,False
3886,1589,79,5,20422.29,39.87,False
1500,618,289,6,9948.39,20.55,False
1657,679,308,1,29780.69,14.91,False
779,324,396,1,8377.78,19.05,False
4254,1734,218,5,29215.84,22.0,False
580,238,481,1,549.83,30.92,False
2786,1136,329,4,18257.28,34.1,False
2561,1041,242,4,1376.91,8.11,False
4322,1764,399,6,16375.99,12.78,False
4321,1763,389,2,8395.94,38.58,False
727,301,341,5,9259.85,3.5,False
3865,1579,539,4,8341.32,2.47,False
3205,1313,375,1,27362.17,4.06,False
995,410,408,5,29609.41,8.98,False
4908,1998,91,2,19018.18,10.87,False
3605,1475,347,4,15486.4,36.22,False
4775,1946,427,4,27467.67,37.41,False
1114,463,10,5,10171.47,21.73,False
752,312,223,4,18863.64,3.47,False
4566,1856,65,6,23915.26,30.12,False
543,225,174,1,10673.54,0.5,False
2584,1051,94,2,22009.53,35.44,False
1344,558,269,3,1631.76,29.11,False
3980,1627,328,4,20954.89,0.55,False
1501,618,128,-5,16875.69,28.73,True
4466,1820,525,6,778.72,39.2,False
854,353,17,1,4975.02,6.54,False
287,118,449,2,26010.85,9.27,False
3196,1309,27,2,23583.59,19.28,False
1942,792,63,1,2580.03,2.93,False
1813,747,233,4,23215.96,26.71,False
2233,910,457,6,7687.12,33.03,False
3003,1226,158,3,344.02,22.15,False
3373,1375,216,-3,24276.0,13.76,True
1741,709,473,-1,791.33,32.26,True
300,124,296,5,28597.3,5.07,False
4016,1641,80,6,1565.81,15.72,False
3343,1365,200,4,26522.87,2.04,False
1431,589,18,2,17289.86,12.86,False
2987,1217,527,3,28716.37,11.45,False
3168,1296,312,4,16772.85,22.84,False
3141,1288,502,6,23767.36,18.54,False
1479,609,466,6,4852.07,0.72,False
139,55,96,3,16153.04,25.16,False
4663,1897,189,3,19117.94,31.34,False
2915,1189,458,3,8911.15,23.35,False
3074,1259,487,3,331.8,0.48,False
3195,1308,411,1,6780.39,12.55,False
666,273,91,4,6676.33,5.44,False
1825,753,409,5,19240.42,33.96,False
449,189,450,6,12495.83,24.12,False
2630,1068,232,1,29212.38,11.12,False
1614,658,24,4,7143.44,18.41,False
1333,553,80,4,8133.18,17.14,False
3061,1253,509,2,29063.36,15.06,False
1020,421,255,5,17247.81,18.97,False
3645,1489,281,2,7044.25,36.15,False
1027,423,411,5,10661.57,31.94,False
4697,1912,14,4,2247.45,15.65,False
1201,496,16,3,1500.84,4.04,False
843,349,433,4,13508.82,13.47,False
304,125,525,5,19453.4,11.34,False
3562,1457,481,1,4423.4,1.44,False
320,132,401,2,5917.58,38.42,False
2344,955,63,1,5830.97,1.51,False
3612,1477,183,2,17588.4,4.65,False
2856,1166,155,2,15604.74,27.75,False
2187,892,371,3,7547.77,22.48,False
3107,1273,458,1,14673.8,31.07,False
1533,629,301,2,8977.98,26.39,False
1991,811,419,2,15826.34,26.59,False
3532,1442,356,6,24776.69,3.36,False
3319,1358,355,2,29876.71,0.94,False
1012,416,215,5,22584.37,33.96,False
2605,1060,2,6,16663.88,26.93,False
180,73,175,5,1352.01,28.57,False
1125,467,443,4,1704.69,2.34,False
4400,1795,330,3,28195.49,20.35,False
1592,651,326,1,10682.73,30.8,False
344,141,346,5,22249.98,26.77,False
1269,528,35,2,17468.77,32.53,False
2436,991,97,4,8529.97,20.94,False
476,202,408,2,1450.51,24.19,False
1286,536,171,6,10679.6,9.21,False
71,27,184,1,10192.14,20.02,False
902,374,304,6,18354.4,28.59,False
1314,547,138,2,13964.04,3.47,False
4109,1679,278,1,4308.05,15.91,False
163,66,140,2,14766.2,33.52,False
4035,1648,542,3,8656.84,11.44,False
4382,1787,72,1,16187.06,13.27,False
3377,1376,123,2,7250.75,28.75,False
140,56,46,4,16278.15,26.29,False
3529,1442,542,1,18193.39,15.0,False
826,342,56,1,22145.17,14.23,False
4044,1652,187,2,13835.17,11.33,False
3404,1388,300,2,19962.61,21.27,False
443,187,128,3,22495.78,10.51,False
3241,1328,409,-4,5770.27,23.87,True
1509,620,517,-3,11296.32,7.96,True
4470,1821,331,2,3992.49,5.08,False
365,151,273,4,4727.17,22.85,False
3149,1291,131,-3,13133.77,35.08,True
3820,1559,54,1,8434.32,8.51,False
4733,1928,27,1,23735.14,26.6,False
1013,417,84,5,29583.54,19.67,False
1692,692,494,3,6019.39,14.3,False
1218,503,304,1,15147.32,12.97,False
1095,453,424,3,12896.0,35.15,False
1210,499,510,5,10932.19,6.19,False
1302,542,327,6,23593.49,15.67,False
2015,823,21,2,23586.34,36.19,False
2645,1075,153,3,25108.13,7.66,False
273,113,322,3,5220.33,13.79,False
1699,694,67,3,14493.29,16.5,False
2323,949,96,6,6530.08,2.25,False
648,265,292,1,9066.77,24.54,False
4291,1750,180,6,15361.82,27.89,False
4553,1852,457,5,22254.91,38.4,False
3202,1312,422,5,15099.82,31.8,False
2941,1198,304,1,958.8,25.14,False
1399,578,343,5,26263.84,36.0,False
1155,478,112,5,17012.2,39.74,False
3567,1458,252,5,6580.81,12.84,False
4818,1963,355,3,20730.94,28.95,False
4043,1651,352,2,12526.51,16.05,False
3614,1478,516,1,8598.89,30.04,False
1270,528,292,6,18751.07,30.2,False
2559,1040,489,1,7550.97,23.81,False
2861,1168,272,4,18866.05,36.67,False
1026,423,144,4,20737.19,20.39,False
4376,1784,99,1,22399.97,11.73,False
1864,765,498,1,17614.63,2.86,False
1241,511,239,1,28205.91,33.42,False
4589,1866,119,5,9652.78,25.34,False
1884,771,547,3,4375.54,26.89,False
2788,1136,229,1,22782.02,18.71,False
1368,565,16,4,24306.58,23.25,False
3150,1291,537,4,23045.65,16.13,False
808,334,478,-6,11103.4,4.4,True
3302,1353,203,1,21685.48,14.41,False
1847,761,87,5,1838.23,0.87,False
2613,1062,71,5,14793.56,4.04,False
89,34,544,3,9320.72,11.99,False
2136,871,313,5,14691.31,22.42,False
3338,1364,424,1,17628.53,20.32,False
211,86,131,5,492.29,27.54,False
3350,1367,25,3,14905.13,24.02,False
4148,1695,45,6,20404.19,9.14,False
763,317,40,-1,3827.97,15.86,True
3774,1542,32,6,1309.0,29.14,False
2470,1003,271,3,109.64,21.71,False
2018,824,335,4,20742.35,32.27,False
1320,550,234,4,8214.17,3.61,False
4695,1911,371,2,10244.13,14.71,False
3402,1387,168,1,26004.82,25.12,False
1681,688,370,4,4289.36,32.36,False
4160,1699,480,1,11007.69,16.64,False
2366,962,493,3,23460.17,22.5,False
4682,1905,269,1,12961.2,11.36,False
2815,1147,539,3,6620.62,12.26,False
2062,840,129,6,12621.31,9.1,False
3524,1439,289,1,29726.53,9.33,False
1259,521,501,3,18835.39,14.95,False
810,335,81,3,27493.34,24.83,False
1810,746,481,5,13678.55,29.31,False
1630,666,412,4,25509.31,23.84,False
131,53,366,1,18776.11,35.61,False
953,392,380,1,6464.34,27.19,False
600,246,509,1,640.05,29.37,False
3225,1322,14,3,23907.77,16.28,False
189,76,175,5,20117.91,29.22,False
733,304,254,2,24515.68,12.04,False
1179,485,478,5,11003.29,0.38,False
1578,646,544,2,1818.95,2.85,False
3096,1269,218,6,20148.35,36.69,False
3199,1311,93,5,17089.31,23.14,False
3348,1367,363,6,7234.54,34.15,False
4196,1711,285,1,14767.98,8.75,False
4380,1785,465,1,12787.87,36.93,False
3568,1459,544,2,22167.51,31.32,False
158,63,119,6,1708.39,29.48,False
516,214,462,3,28946.26,7.69,False
736,305,19,1,20619.13,4.88,False
3158,1293,293,4,23382.99,26.12,False
998,411,30,6,1541.9,23.82,False
34,14,230,6,11862.46,13.55,False
145,58,198,2,7103.16,1.81,False
3185,1303,105,6,1062.59,9.41,False
3892,1591,436,4,23780.52,24.07,False
581,239,441,4,8896.61,5.63,False
187,76,542,6,8107.2,6.19,False
3898,1593,500,3,22823.01,29.83,False
1632,668,397,5,7005.94,11.0,False
4796,1955,327,2,22631.6,11.46,False
3240,1328,457,4,22780.79,15.48,False
3651,1492,290,6,18397.48,36.52,False
2993,1220,303,3,24134.55,1.61,False
4033,1647,17,2,7722.59,35.77,False
3048,1250,5,5,22503.97,10.77,False
4145,1695,508,5,7743.81,35.62,False
2084,851,507,5,26622.93,29.79,False
445,188,4,3,29924.8,2.63,False
2694,1097,494,5,28123.05,17.22,False
3784,1546,82,3,456.39,15.17,False
4182,1706,306,1,21327.07,8.68,False
202,83,199,5,9520.71,28.36,False
1513,622,252,5,13325.9,10.61,False
2486,1010,229,4,5593.76,29.82,False
2900,1183,36,5,28684.48,31.88,False
766,318,269,5,23402.59,19.14,False
1453,598,482,4,23344.03,24.33,False
1481,610,286,3,20976.9,31.6,False
2863,1169,257,4,27193.59,10.43,False
1573,644,365,3,20563.08,16.25,False
2351,957,6,1,10075.95,8.77,False
2181,890,17,5,23524.91,12.22,False
3484,1421,523,4,13731.8,3.99,False
4277,1745,70,5,13074.15,28.1,False
4489,1828,289,6,2289.38,29.72,False
1057,434,525,6,29082.81,7.45,False
4306,1754,405,4,19964.95,15.72,False
840,347,499,4,2025.9,10.54,False
2792,1138,112,3,28931.39,7.26,False
592,243,142,4,18103.48,31.36,False
3097,1269,345,6,14961.55,28.86,False
3017,1235,12,6,16480.89,22.53,False
3068,1256,247,3,18888.1,22.48,False
4718,1921,89,3,2625.35,26.95,False
2589,1054,285,4,25212.88,17.22,False
2489,1011,192,6,12265.31,38.67,False
2300,940,207,2,1494.13,25.82,False
3271,1342,484,-2,7933.67,15.87,True
2575,1047,157,3,28008.8,0.87,False
2085,851,318,6,1753.18,23.78,False
991,408,218,3,14530.66,32.23,False
4546,1849,305,4,8114.08,29.04,False
1997,814,475,3,7330.94,12.72,False
4850,1976,460,5,21459.64,21.78,False
4147,1695,355,1,20577.18,15.03,False
944,389,324,1,5083.29,25.6,False
334,137,430,4,28523.62,3.9,False
2937,1196,108,2,6370.24,27.94,False
3306,1354,211,3,21837.43,23.13,False
1877,769,378,1,14686.77,39.74,False
3700,1509,314,5,7142.59,7.31,False
2239,914,285,6,12330.33,15.94,False
1178,485,53,6,3045.81,25.92,False
3841,1568,391,2,21105.77,17.47,False
3607,1475,344,3,6628.12,7.88,False
1499,618,141,1,22440.28,38.51,False
4898,1995,121,3,18089.71,12.33,False
572,236,101,-1,22026.72,39.78,True
2928,1192,491,5,21591.13,26.76,False
3839,1567,285,6,21914.2,26.42,False
1844,759,310,5,24657.58,0.3,False
1667,683,209,6,13547.48,1.03,False
137,55,263,1,12333.23,39.65,False
324,133,227,6,15939.25,31.27,False
3371,1374,242,1,7981.21,8.6,False
3102,1271,419,6,21867.58,5.94,False
1933,788,162,4,22643.1,17.2,False
2508,1022,162,3,23936.39,6.95,False
4325,1764,217,5,10461.7,29.7,False
4465,1820,123,4,14779.96,34.42,False
41,17,310,6,14249.53,1.35,False
3010,1231,313,5,18580.27,38.03,False
4200,1714,379,4,16707.92,18.24,False
780,324,371,3,2274.37,6.97,False
820,340,103,2,29023.41,39.91,False
1779,733,421,5,28977.77,7.42,False
2463,1000,5,3,11825.6,21.63,False
330,135,493,5,1502.01,20.86,False
4491,1828,438,4,19150.74,35.54,False
253,107,75,-2,14509.68,17.04,True
4428,1807,464,2,6784.98,31.03,False
1981,806,85,2,20263.94,17.16,False
167,68,34,1,23281.6,27.64,False
3662,1497,145,2,12652.29,28.08,False
10,5,82,6,26992.22,24.67,False
546,225,236,3,15140.94,5.79,False
4257,1736,459,-6,11606.37,15.28,True
3686,1505,366,4,29866.26,18.57,False
2600,1058,396,2,3505.06,38.68,False
806,334,81,1,17006.44,14.32,False
1470,606,243,3,4051.32,2.22,False
1223,505,212,2,2121.17,33.39,False
79,30,69,6,19745.07,36.52,False
1893,774,54,-4,6982.33,24.44,True
554,228,329,2,3787.65,21.47,False
2280,931,105,2,9500.4,18.89,False
3717,1516,237,2,13950.99,1.88,False
1606,656,109,5,7416.31,30.66,False
3552,1452,326,5,20891.38,22.52,False
3740,1528,319,3,12451.3,28.07,False
2132,870,105,1,14826.23,25.27,False
1678,687,486,4,9889.2,25.43,False
295,122,403,6,11044.61,31.09,False
4168,1701,149,6,27115.87,18.04,False
1913,781,248,1,11610.37,20.36,False
3324,1360,204,4,15031.8,6.25,False
276,114,116,2,7215.39,20.53,False
2376,966,273,5,1707.67,16.2,False
3584,1465,417,5,24820.83,18.42,False
2976,1213,251,5,20844.89,9.65,False
321,132,106,3,7895.78,27.38,False
2423,985,113,5,23196.72,21.29,False
4830,1969,13,5,1137.12,23.76,False
718,298,36,6,2452.7,33.38,False
1603,654,69,5,22160.64,39.74,False
3690,1506,219,5,16037.63,22.95,False
3868,1581,92,5,29994.76,32.83,False
607,248,75,4,16313.12,37.25,False
3637,1486,37,3,658.23,26.93,False
3925,1605,328,6,1785.71,36.64,False
585,240,75,3,24105.24,17.15,False
2394,974,413,1,859.41,24.34,False
529,220,455,1,8268.59,5.4,False
3878,1586,448,6,13972.86,21.36,False
1666,683,492,4,1851.35,23.63,False
4300,1753,448,6,5921.5,31.18,False
1900,776,531,3,8125.81,15.51,False
3848,1573,165,2,6642.2,34.78,False
4203,1716,518,2,26993.88,36.37,False
1390,576,540,3,1002.7,34.03,False
2086,852,464,4,19492.36,1.9,False
1421,585,221,3,22070.64,34.61,False
3101,1270,32,5,22673.06,16.25,False
1855,763,14,6,8941.68,30.28,False
2774,1130,333,5,5873.89,18.24,False
2952,1202,191,4,13936.78,15.15,False
1512,622,64,3,7744.24,3.0,False
1446,596,359,1,2676.21,23.02,False
4255,1734,547,4,20106.72,26.1,False
672,274,145,4,15667.76,3.11,False
1747,713,169,4,8966.48,30.03,False
4577,1861,539,5,16241.27,12.64,False
3279,1345,397,1,8656.06,5.69,False
3503,1430,289,2,5470.5,17.0,False
1788,737,189,4,2684.02,6.24,False
3947,1614,157,2,11141.49,3.48,False
707,291,314,5,21546.66,22.7,False
3501,1429,348,2,3395.91,39.93,False
2910,1187,160,2,12615.87,6.19,False
1415,583,318,5,29036.94,34.21,False
3678,1503,66,3,17260.88,34.48,False
1586,648,178,1,10050.26,1.94,False
4620,1877,48,4,18057.98,6.28,False
312,128,328,5,14867.82,29.99,False
4716,1920,375,2,10672.98,31.0,False
4555,1853,201,6,22483.88,39.74,False
1281,534,238,6,28330.21,34.2,False
1275,530,403,3,18390.68,24.59,False
4057,1656,492,5,20652.19,9.38,False
4261,1737,449,4,13624.36,2.86,False
828,342,403,3,17887.68,7.61,False
590,242,378,2,23540.56,14.45,False
2408,979,415,6,9478.08,28.49,False
3611,1477,61,6,22157.96,12.16,False
747,309,157,4,1980.17,37.1,False
3926,1605,193,5,6619.62,0.57,False
2851,1164,3,3,14463.48,6.38,False
2006,819,5,6,7930.52,23.77,False
4323,1764,482,2,4510.29,3.05,False
1525,626,491,2,4084.52,22.62,False
2527,1029,29,5,2301.06,5.23,False
548,226,107,5,26190.35,17.62,False
3267,1340,323,3,5651.81,25.58,False
4627,1881,507,3,22967.95,27.63,False
4113,1681,520,1,21385.76,24.52,False
118,49,291,3,23094.7,18.93,False
2490,1011,172,3,7031.67,27.38,False
1705,695,201,1,1678.54,7.81,False
4169,1701,320,5,21021.59,15.51,False
1031,424,500,5,10466.85,35.09,False
4129,1688,345,6,13988.85,5.73,False
234,97,128,1,11179.83,27.64,False
4270,1741,308,3,28479.12,20.73,False
4824,1965,400,4,10451.87,32.98,False
4082,1664,548,2,13093.0,18.76,False
716,297,289,4,5681.1,14.63,False
3475,1417,508,5,27854.45,31.49,False
2520,1027,194,-2,29031.1,20.31,True
1854,762,340,4,22044.11,33.51,False
4237,1727,314,1,23409.46,15.44,False
667,273,7,3,10101.9,39.01,False
4899,1995,112,3,13231.85,33.53,False
3358,1371,227,4,29030.95,35.02,False
4336,1769,114,4,16471.54,4.81,False
4879,1987,102,5,24086.61,38.69,False
4348,1772,508,6,17578.09,33.45,False
2254,920,540,6,8359.17,6.56,False
3015,1234,240,4,18818.46,19.56,False
1966,801,403,5,25763.51,23.69,False
2683,1093,417,6,11283.37,6.47,False
3764,1537,305,2,17964.85,37.38,False
563,233,51,6,27731.28,6.71,False
4723,1923,437,6,23783.03,9.79,False
3110,1274,517,3,20204.36,27.66,False
4265,1739,449,4,3411.85,34.88,False
259,108,399,1,3591.84,39.19,False
3620,1480,401,4,8989.12,2.96,False
1850,761,527,6,29097.84,12.36,False
1226,505,542,4,25093.28,24.3,False
2637,1071,105,2,19812.93,20.75,False
2109,861,213,4,16379.67,34.08,False
2698,1099,380,3,12079.26,32.78,False
4021,1643,64,1,22616.6,33.78,False
4725,1924,331,4,26711.25,19.86,False
4439,1811,257,5,2100.82,39.17,False
1659,680,25,4,9066.74,31.79,False
1458,600,353,3,2463.71,29.46,False
1375,568,20,1,23275.11,24.42,False
1625,663,18,6,2470.28,9.51,False
4792,1953,64,6,29784.4,11.75,False
690,282,11,6,18856.35,0.52,False
4017,1642,451,5,15355.43,16.22,False
3456,1408,443,4,26470.91,35.23,False
2319,947,338,1,21935.26,34.27,False
1544,633,295,1,1224.05,18.92,False
1610,657,3,4,25318.39,8.55,False
