order_id,customer_id,order_date,status,region_code
80,136,2025-10-06 20:58:37,SHIPPED,CENTRAL
81,331,2023-06-29 06:37:10,DELIVERED,CENTRAL
82,428,2025-11-13 09:37:08,CANCELLED,EAST
83,433,2023-01-20 20:07:09,PLACED,SOUTH
84,58,2023-11-07 12:54:08,DELIVERED,EAST
85,150,2023-04-07 08:45:04,SHIPPED,CENTRAL
86,,2024-12-04 01:56:46,CANCELLED,CENTRAL
87,575,2024-08-27 02:44:44,DELIVERED,EAST
88,49,2024-08-15 18:25:53,RETURNED,EAST
89,56,2023-01-21 03:22:44,SHIPPED,WEST
90,377,2025-07-03 00:35:43,DELIVERED,SOUTH
91,182,2025-11-26 11:22:00,RETURNED,CENTRAL
92,42,2024-10-27 15:55:45,SHIPPED,SOUTH
93,262,2023-01-09 18:27:57,DELIVERED,SOUTH
94,,2024-05-16 04:31:09,DELIVERED,CENTRAL
95,309,2025-02-01 01:03:52,DELIVERED,NORTH
96,326,2025-03-27 04:08:52,SHIPPED,NORTH
97,164,2024-10-08 03:02:26,DELIVERED,EAST
98,219,2025-10-27 10:54:06,DELIVERED,SOUTH
99,544,2025-01-07 15:57:32,CANCELLED,NORTH
100,355,2024-11-23 07:40:45,DELIVERED,CENTRAL
101,41,2025-11-26 07:21:32,DELIVERED,NORTH
102,554,15-03-2024,DELIVERED,EAST
103,521,2024-11-23 03:33:54,SHIPPED,SOUTH
104,85,2023-05-30 01:30:54,RETURNED,CENTRAL
105,68,2023-11-24 10:30:10,DELIVERED,WEST
106,211,2025-04-15 08:55:48,CANCELLED,WEST
107,74,2025-12-01 17:33:25,DELIVERED,EAST
108,,24-04-2023,DELIVERED,CENTRAL
109,234,2024-02-06 19:05:41,DELIVERED,WEST
110,18,2024-08-28 01:40:55,DELIVERED,CENTRAL
111,600,2023-03-12 16:59:28,PLACED,CENTRAL
112,309,2025-07-31 06:24:49,DELIVERED,WEST
113,32,2025-01-06 07:32:29,SHIPPED,WEST
114,559,2024-04-03 05:35:39,PLACED,EAST
115,12,2025-05-09 20:52:38,PLACED,NORTH
116,,2025-07-15 20:54:23,DELIVERED,NORTH
117,353,2023-11-25 22:07:31,DELIVERED,CENTRAL
118,189,2023-12-09 23:34:19,SHIPPED,NORTH
119,581,2023-03-26 11:44:34,RETURNED,CENTRAL
120,563,2023-04-24 15:01:38,PLACED,NORTH
121,595,2025-01-26 19:46:29,DELIVERED,SOUTH
122,72,2023-10-28 14:08:58,DELIVERED,CENTRAL
123,599,2023-08-25 17:41:45,DELIVERED,EAST
124,173,2023-01-08 12:08:44,DELIVERED,WEST
125,369,2023-07-28 15:17:03,SHIPPED,WEST
126,368,2024-04-19 12:48:50,PLACED,CENTRAL
127,288,2023-08-06 11:38:25,SHIPPED,NORTH
128,20,2025-02-26 20:58:40,CANCELLED,CENTRAL
129,218,2023-02-26 22:38:46,DELIVERED,CENTRAL
130,153,2024-07-22 06:42:25,CANCELLED,CENTRAL
131,298,2023-07-27 23:27:18,DELIVERED,WEST
132,11,2025-10-26 10:26:41,RETURNED,CENTRAL
133,527,2023-08-07 01:23:55,SHIPPED,CENTRAL
134,150,2025-01-21 02:18:49,PLACED,WEST
135,271,2024-07-27 21:32:31,DELIVERED,CENTRAL
136,370,2024-08-25 21:09:35,DELIVERED,NORTH
137,,2025-10-04 10:45:18,DELIVERED,CENTRAL
138,281,2024-02-14 01:08:04,DELIVERED,WEST
139,375,2025-07-01 22:15:16,CANCELLED,CENTRAL
140,229,2025-03-13 03:44:07,CANCELLED,EAST
141,494,27-07-2025,CANCELLED,WEST
142,79,2025-03-10 07:29:20,SHIPPED,SOUTH
143,122,2025-10-23 23:57:14,CANCELLED,NORTH
144,491,2025-01-14 03:12:12,SHIPPED,WEST
145,,2023-03-09 00:32:14,DELIVERED,SOUTH
146,41,2025-06-07 23:44:45,SHIPPED,SOUTH
147,416,2025-07-20 01:40:04,DELIVERED,EAST
148,222,2024-11-28 19:30:54,DELIVERED,WEST
149,421,2025-07-22 08:53:27,DELIVERED,SOUTH
150,524,2024-02-15 22:02:47,DELIVERED,WEST
151,71,2023-12-24 00:04:44,PLACED,NORTH
152,517,2025-11-29 03:04:55,PLACED,NORTH
153,40,2025-04-05 13:08:40,PLACED,WEST
154,553,2023-01-02 20:44:48,DELIVERED,WEST
155,380,2023-03-09 11:29:47,DELIVERED,WEST
156,391,2024-06-28 12:15:04,DELIVERED,CENTRAL
157,138,2024-01-31 09:07:11,SHIPPED,NORTH
158,557,2024-09-26 19:27:12,PLACED,NORTH
159,121,18-03-2025,DELIVERED,EAST
160,110,2023-08-29 10:33:49,DELIVERED,EAST
161,434,2025-05-27 04:25:56,SHIPPED,WEST
162,424,2025-05-07 15:57:51,DELIVERED,EAST
163,496,2024-01-30 05:30:58,DELIVERED,WEST
164,122,2023-12-23 22:29:42,DELIVERED,SOUTH
165,521,2024-09-14 05:59:34,CANCELLED,CENTRAL
166,54,2023-09-07 16:44:50,DELIVERED,NORTH
167,483,2025-07-21 10:46:19,PLACED,SOUTH
168,39,2024-08-20 00:42:43,DELIVERED,CENTRAL
169,59,2023-09-30 06:34:52,DELIVERED,SOUTH
170,531,2024-03-20 07:05:44,DELIVERED,CENTRAL
171,238,2025-08-13 15:56:42,PLACED,SOUTH
172,162,2023-05-15 21:44:04,DELIVERED,EAST
173,416,2025-06-29 10:39:08,PLACED,NORTH
174,563,2024-03-17 22:41:49,DELIVERED,CENTRAL
175,284,2023-12-18 12:54:29,SHIPPED,WEST
176,268,2023-09-29 21:46:11,PLACED,NORTH
177,349,2023-07-01 18:24:41,RETURNED,CENTRAL
178,589,2024-01-24 13:57:02,RETURNED,CENTRAL
179,250,2024-06-11 15:28:15,DELIVERED,WEST
180,29,2025-01-18 17:09:00,PLACED,SOUTH
181,236,2024-05-05 11:17:36,DELIVERED,CENTRAL
182,,2024-02-14 02:23:17,PLACED,EAST
183,183,2025-01-10 07:16:30,SHIPPED,CENTRAL
184,195,2025-02-14 04:02:37,SHIPPED,SOUTH
185,212,2023-12-23 01:28:34,SHIPPED,CENTRAL
186,110,2023-07-06 05:23:38,DELIVERED,WEST
187,555,2023-03-07 15:41:00,DELIVERED,EAST
188,589,2024-03-02 18:47:23,RETURNED,CENTRAL
189,228,2025-06-14 19:38:11,DELIVERED,WEST
190,554,2023-02-20 14:01:24,DELIVERED,SOUTH
191,124,2025-12-20 16:26:39,SHIPPED,NORTH
192,,2023-11-24 09:25:06,PLACED,EAST
193,266,2023-10-18 17:32:55,SHIPPED,WEST
194,352,2024-07-22 10:38:28,DELIVERED,WEST
195,382,2024-07-21 03:05:37,SHIPPED,SOUTH
196,590,2025-12-01 16:22:40,PLACED,EAST
197,569,2024-11-02 10:16:58,SHIPPED,SOUTH
198,10,2023-10-02 08:23:47,PLACED,CENTRAL
199,324,2025-01-25 22:30:57,DELIVERED,CENTRAL
200,,2023-06-03 18:02:52,PLACED,EAST
201,99,2024-11-29 19:48:11,SHIPPED,EAST
202,264,18-06-2024,PLACED,CENTRAL
203,590,2025-10-06 12:44:28,SHIPPED,EAST
204,523,2025-01-27 07:05:02,DELIVERED,NORTH
205,294,2024-12-21 09:55:50,PLACED,SOUTH
206,346,2024-10-17 06:27:30,DELIVERED,NORTH
207,352,2023-12-21 12:34:53,DELIVERED,EAST
208,405,2024-02-26 08:51:43,DELIVERED,EAST
209,534,2024-11-30 11:58:40,SHIPPED,NORTH
210,241,2025-10-25 09:59:22,DELIVERED,NORTH
211,407,2023-06-10 00:27:56,RETURNED,WEST
212,27,2024-09-08 17:41:58,RETURNED,NORTH
213,160,2023-05-11 23:21:06,CANCELLED,EAST
214,291,2024-11-19 10:13:05,PLACED,SOUTH
215,,2025-10-27 18:54:17,RETURNED,WEST
216,554,2024-02-28 04:20:45,PLACED,CENTRAL
217,468,2025-09-07 07:09:24,CANCELLED,WEST
218,547,2024-04-26 01:00:39,DELIVERED,SOUTH
219,453,2024-04-23 06:09:28,SHIPPED,EAST
220,,2025-03-23 22:38:36,CANCELLED,EAST
221,548,2023-01-13 22:05:03,DELIVERED,WEST
222,441,2024-03-31 00:56:47,DELIVERED,CENTRAL
223,422,2025-05-20 18:58:52,SHIPPED,WEST
224,226,2024-02-13 12:36:55,DELIVERED,CENTRAL
225,279,2024-03-18 05:31:20,DELIVERED,EAST
226,71,2023-10-11 08:37:57,PLACED,WEST
227,279,2025-12-24 03:30:40,SHIPPED,NORTH
228,548,2023-02-04 09:05:57,PLACED,EAST
229,449,2023-01-13 17:52:14,SHIPPED,WEST
230,431,2024-04-29 00:25:14,DELIVERED,EAST
231,33,2024-05-28 00:33:43,DELIVERED,SOUTH
232,402,2023-04-21 21:24:51,SHIPPED,EAST
233,13,2023-07-09 11:03:22,DELIVERED,WEST
234,454,2024-01-19 22:52:27,PLACED,WEST
235,97,2025-03-20 13:28:28,SHIPPED,WEST
236,320,2024-05-16 20:40:07,DELIVERED,CENTRAL
237,260,2025-01-17 13:32:22,SHIPPED,NORTH
238,224,2023-06-25 10:16:41,DELIVERED,NORTH
239,283,2025-06-27 07:04:44,DELIVERED,NORTH
240,596,2025-12-09 01:04:45,DELIVERED,EAST
241,255,2023-09-02 23:25:28,DELIVERED,EAST
242,62,2023-04-03 20:34:42,SHIPPED,CENTRAL
243,129,2025-01-27 20:06:03,RETURNED,EAST
244,450,27-10-2023,DELIVERED,SOUTH
245,41,2025-01-23 21:22:29,DELIVERED,CENTRAL
246,195,2025-05-30 08:10:19,SHIPPED,WEST
247,568,2023-09-07 02:02:08,SHIPPED,EAST
248,555,2024-07-24 06:57:13,DELIVERED,CENTRAL
249,190,2023-01-30 01:55:36,DELIVERED,CENTRAL
250,65,2025-10-19 14:48:29,CANCELLED,SOUTH
251,510,2025-05-06 16:12:36,SHIPPED,WEST
252,114,2023-05-30 12:41:41,PLACED,SOUTH
253,33,2023-11-10 22:03:08,SHIPPED,NORTH
254,398,2025-10-19 01:04:56,DELIVERED,CENTRAL
255,376,2023-12-09 21:08:30,PLACED,SOUTH
256,82,2024-12-28 02:30:34,PLACED,CENTRAL
257,426,2024-07-27 07:52:35,PLACED,CENTRAL
258,42,2023-04-20 08:15:34,PLACED,SOUTH
259,100,2023-06-07 05:56:45,DELIVERED,SOUTH
260,255,2025-06-04 12:10:18,SHIPPED,CENTRAL
261,109,2025-09-19 01:38:22,DELIVERED,WEST
262,171,2023-10-08 05:40:13,DELIVERED,SOUTH
263,454,2024-07-01 07:35:36,DELIVERED,EAST
264,423,2025-09-10 16:55:44,DELIVERED,CENTRAL
265,559,2023-11-29 07:49:08,DELIVERED,EAST
266,464,2024-11-26 04:00:04,PLACED,NORTH
267,17,2025-03-15 01:52:32,CANCELLED,NORTH
268,228,2023-11-30 17:10:29,PLACED,EAST
269,524,2025-05-14 05:13:40,DELIVERED,NORTH
270,,2024-07-06 11:48:27,SHIPPED,CENTRAL
271,263,2024-04-11 12:05:10,DELIVERED,SOUTH
272,333,2025-01-19 14:08:26,CANCELLED,CENTRAL
273,98,2025-07-13 15:49:39,PLACED,CENTRAL
274,58,2024-06-03 10:56:58,CANCELLED,WEST
275,124,2023-12-19 04:38:50,CANCELLED,NORTH
276,392,2023-03-26 02:02:10,PLACED,CENTRAL
277,335,2025-02-19 10:53:22,SHIPPED,WEST
278,590,2025-02-23 01:40:26,DELIVERED,WEST
279,345,2023-05-09 05:30:17,DELIVERED,CENTRAL
280,88,2024-09-11 02:09:53,DELIVERED,SOUTH
281,493,2025-05-18 20:04:22,DELIVERED,CENTRAL
282,537,2024-01-18 12:42:37,SHIPPED,WEST
283,590,2023-05-20 04:19:50,DELIVERED,EAST
284,329,2024-06-19 04:49:10,PLACED,EAST
285,359,2025-08-15 06:23:01,CANCELLED,CENTRAL
286,46,2023-12-29 17:07:23,DELIVERED,NORTH
287,56,2024-01-13 13:29:51,RETURNED,EAST
288,,2025-12-13 18:33:38,SHIPPED,WEST
289,,2023-11-21 16:26:25,SHIPPED,CENTRAL
290,265,2025-05-02 12:44:56,DELIVERED,SOUTH
291,19,2024-08-08 00:54:51,DELIVERED,NORTH
292,62,2024-03-17 04:47:32,DELIVERED,EAST
293,9,2023-04-14 10:56:44,SHIPPED,EAST
294,20,2024-03-30 09:01:31,DELIVERED,SOUTH
295,521,2023-06-04 17:29:43,DELIVERED,CENTRAL
296,191,2023-11-05 22:36:17,DELIVERED,NORTH
297,,2025-04-02 10:02:07,DELIVERED,SOUTH
298,,2025-11-29 00:58:35,DELIVERED,SOUTH
299,514,2024-03-04 13:29:15,DELIVERED,WEST
300,31,2025-05-12 01:38:18,SHIPPED,EAST
301,141,2023-05-17 09:14:07,DELIVERED,CENTRAL
302,233,2024-10-10 07:18:52,SHIPPED,EAST
303,338,2024-11-28 18:14:27,SHIPPED,SOUTH
304,208,2023-08-03 13:06:02,DELIVERED,CENTRAL
305,441,2023-08-14 11:40:24,DELIVERED,SOUTH
306,571,2025-04-07 22:14:47,PLACED,EAST
307,150,2023-02-15 19:13:07,CANCELLED,WEST
308,311,2024-11-19 04:24:15,CANCELLED,EAST
309,193,2023-06-15 20:43:39,PLACED,CENTRAL
310,581,2025-08-09 06:30:39,SHIPPED,NORTH
311,489,2023-07-28 07:06:42,DELIVERED,EAST
312,397,2025-02-02 10:25:11,SHIPPED,SOUTH
313,,2023-01-24 07:46:19,RETURNED,SOUTH
314,208,2023-11-14 18:37:41,RETURNED,WEST
315,502,2025-12-04 13:22:49,DELIVERED,SOUTH
316,43,2025-08-02 09:16:17,DELIVERED,EAST
317,586,2025-07-11 10:41:05,DELIVERED,NORTH
318,463,2024-12-10 18:28:56,PLACED,SOUTH
319,406,2023-03-02 23:24:23,DELIVERED,NORTH
320,451,2024-09-10 08:00:09,DELIVERED,EAST
321,433,2024-04-02 08:45:46,PLACED,CENTRAL
322,475,2025-09-30 16:24:36,DELIVERED,NORTH
323,600,2025-12-17 09:00:58,DELIVERED,EAST
324,184,2024-12-05 18:26:37,DELIVERED,SOUTH
325,93,2024-01-24 11:44:37,DELIVERED,SOUTH
326,127,2023-05-22 15:51:21,DELIVERED,EAST
327,394,2025-03-05 20:18:28,SHIPPED,CENTRAL
328,175,2024-06-04 16:54:21,DELIVERED,SOUTH
329,149,2023-10-05 20:38:10,PLACED,EAST
330,457,2024-03-24 14:31:07,PLACED,SOUTH
331,4,2025-08-25 02:43:52,PLACED,WEST
332,557,2023-01-09 22:23:45,DELIVERED,SOUTH
333,488,2024-12-05 20:35:48,PLACED,CENTRAL
334,,2025-04-30 06:22:27,DELIVERED,SOUTH
335,,19-08-2023,SHIPPED,SOUTH
336,592,2025-07-26 04:06:44,RETURNED,NORTH
337,183,2023-09-08 15:00:47,DELIVERED,CENTRAL
338,576,2023-10-03 14:40:10,DELIVERED,EAST
339,96,2024-04-09 22:30:25,CANCELLED,NORTH
340,564,2023-04-11 20:36:42,PLACED,EAST
341,424,2025-03-26 00:13:42,SHIPPED,NORTH
342,542,2023-05-17 04:33:53,DELIVERED,EAST
343,325,2024-02-08 08:49:40,RETURNED,EAST
344,577,2025-02-10 03:01:07,DELIVERED,WEST
345,239,2024-03-27 06:10:47,PLACED,NORTH
346,121,2023-11-19 01:51:13,RETURNED,WEST
347,,2024-06-27 03:53:54,DELIVERED,NORTH
348,289,2024-01-31 05:22:21,SHIPPED,CENTRAL
349,7,2023-06-26 20:08:31,SHIPPED,CENTRAL
350,30,2023-09-30 19:55:37,CANCELLED,WEST
351,37,2025-09-29 23:39:34,SHIPPED,WEST
352,550,2024-06-04 13:47:36,CANCELLED,NORTH
353,307,2025-05-27 14:35:17,SHIPPED,CENTRAL
354,,2025-06-15 22:56:39,DELIVERED,EAST
355,153,2024-03-11 16:18:27,SHIPPED,WEST
356,170,2025-06-05 23:44:18,SHIPPED,NORTH
357,316,2024-05-03 13:23:14,SHIPPED,NORTH
358,244,2024-07-31 05:38:23,RETURNED,SOUTH
359,180,2023-06-24 08:17:06,PLACED,SOUTH
360,455,25-02-2025,DELIVERED,CENTRAL
361,349,2025-01-21 01:08:25,DELIVERED,EAST
362,101,2025-03-12 19:20:26,PLACED,NORTH
363,535,29-06-2023,RETURNED,CENTRAL
364,342,2024-12-26 06:23:42,PLACED,EAST
365,,2024-04-29 21:31:50,SHIPPED,SOUTH
366,284,2025-04-06 20:40:49,DELIVERED,NORTH
367,162,2024-03-01 01:55:21,RETURNED,CENTRAL
368,212,2025-04-22 18:56:11,SHIPPED,SOUTH
369,291,2025-06-10 19:21:48,PLACED,CENTRAL
370,554,20-11-2024,PLACED,NORTH
371,56,2023-05-14 18:46:14,SHIPPED,CENTRAL
372,457,2025-08-15 09:54:04,SHIPPED,SOUTH
373,547,2023-05-03 00:23:32,DELIVERED,WEST
374,96,2025-12-21 05:40:25,DELIVERED,WEST
375,230,2023-08-12 06:19:57,DELIVERED,EAST
376,339,2024-05-19 11:58:15,PLACED,WEST
377,491,2024-12-17 12:20:10,SHIPPED,EAST
378,131,2025-02-28 01:44:10,CANCELLED,NORTH
379,73,2024-04-14 07:46:48,DELIVERED,WEST
380,250,2025-05-01 05:01:12,DELIVERED,NORTH
381,442,2024-11-07 07:09:45,SHIPPED,SOUTH
382,80,2025-06-10 23:17:27,PLACED,CENTRAL
383,569,2023-06-01 16:48:05,SHIPPED,WEST
384,112,2025-11-30 21:36:57,DELIVERED,WEST
385,63,2023-05-21 15:18:54,PLACED,CENTRAL
386,1,2023-08-16 22:19:03,DELIVERED,EAST
387,592,2024-11-25 15:19:28,DELIVERED,EAST
388,312,2024-11-06 07:47:54,RETURNED,NORTH
389,523,2024-09-19 21:34:18,CANCELLED,NORTH
390,563,24-03-2023,DELIVERED,EAST
391,289,2023-02-18 10:39:05,DELIVERED,WEST
392,392,2024-09-22 17:59:40,DELIVERED,SOUTH
393,193,2025-05-12 19:37:02,RETURNED,WEST
394,129,28-07-2023,DELIVERED,SOUTH
395,499,2025-10-19 01:17:06,RETURNED,NORTH
396,426,2024-12-09 09:58:49,DELIVERED,WEST
397,466,2025-03-02 08:21:52,CANCELLED,WEST
398,191,2024-10-21 20:38:33,DELIVERED,SOUTH
399,276,2024-09-30 05:08:37,DELIVERED,NORTH
400,582,2025-01-20 17:32:30,PLACED,WEST
401,82,2023-08-09 17:24:18,DELIVERED,EAST
402,81,2025-03-24 00:09:19,PLACED,WEST
403,80,2025-11-28 16:07:40,DELIVERED,EAST
404,352,2025-04-11 03:29:08,DELIVERED,CENTRAL
405,588,2024-05-29 23:44:14,RETURNED,EAST
406,37,2025-12-15 17:23:07,DELIVERED,CENTRAL
407,485,2025-06-17 02:39:43,PLACED,EAST
408,28,2024-03-21 13:15:45,PLACED,NORTH
409,285,2024-01-27 13:08:29,SHIPPED,EAST
410,,2023-06-23 06:51:47,RETURNED,SOUTH
411,379,2023-09-30 11:21:44,DELIVERED,WEST
412,541,2023-02-21 09:42:15,PLACED,SOUTH
413,158,2025-02-09 10:17:30,DELIVERED,WEST
414,451,2025-09-17 10:30:23,DELIVERED,EAST
415,271,30-06-2023,DELIVERED,WEST
416,546,2023-12-29 23:31:30,DELIVERED,WEST
417,544,06-11-2024,RETURNED,WEST
418,324,2025-04-03 17:16:49,PLACED,CENTRAL
419,443,2025-08-06 08:33:05,CANCELLED,EAST
420,101,2024-02-01 15:54:40,DELIVERED,SOUTH
421,200,2025-03-18 17:13:39,DELIVERED,SOUTH
422,11,11-11-2025,PLACED,WEST
423,107,2025-11-30 21:16:32,SHIPPED,EAST
424,35,2023-02-06 19:37:03,PLACED,CENTRAL
425,223,2025-07-20 02:41:29,DELIVERED,NORTH
426,134,2024-08-07 00:44:47,CANCELLED,CENTRAL
427,190,2023-06-22 04:36:15,SHIPPED,WEST
428,78,2025-09-19 07:27:48,RETURNED,WEST
429,332,2024-02-04 18:12:13,PLACED,NORTH
430,341,2023-04-04 07:08:55,CANCELLED,SOUTH
431,504,2023-11-08 17:29:12,SHIPPED,WEST
432,554,2024-10-31 22:17:55,DELIVERED,WEST
433,106,2023-02-24 03:42:30,DELIVERED,EAST
434,20,2025-02-12 03:39:08,DELIVERED,NORTH
435,273,2023-08-24 12:20:10,RETURNED,CENTRAL
436,,2025-02-01 05:51:21,DELIVERED,NORTH
437,4,2024-08-20 04:21:38,CANCELLED,WEST
438,549,2024-07-11 13:26:42,SHIPPED,NORTH
439,93,2024-07-21 13:26:06,RETURNED,NORTH
440,297,2025-10-03 07:27:27,DELIVERED,WEST
441,307,2025-12-17 00:22:18,PLACED,EAST
442,449,2023-10-22 07:44:54,SHIPPED,CENTRAL
443,399,2023-04-08 20:32:07,DELIVERED,WEST
444,461,26-01-2023,PLACED,NORTH
445,217,2025-10-12 17:17:32,DELIVERED,CENTRAL
446,594,2023-12-28 22:20:05,PLACED,SOUTH
447,20,2025-01-02 00:20:28,DELIVERED,SOUTH
448,134,2023-01-23 07:34:25,PLACED,EAST
449,100,2024-12-09 15:47:39,CANCELLED,NORTH
450,109,2023-06-27 08:55:37,DELIVERED,SOUTH
451,208,2024-10-24 02:18:54,CANCELLED,WEST
452,590,2025-04-28 00:03:37,CANCELLED,SOUTH
453,178,2024-06-05 04:29:08,SHIPPED,WEST
454,379,2025-05-09 16:32:08,SHIPPED,CENTRAL
455,,2023-06-05 07:04:17,DELIVERED,WEST
456,17,2025-01-26 11:27:48,PLACED,NORTH
457,291,2024-10-08 13:53:23,DELIVERED,WEST
458,212,2023-08-11 06:42:07,DELIVERED,WEST
459,179,2025-08-06 10:30:21,DELIVERED,WEST
460,91,2025-09-01 07:23:58,SHIPPED,WEST
461,,2024-01-02 01:15:32,RETURNED,NORTH
462,553,2025-02-27 10:29:27,DELIVERED,SOUTH
463,199,2023-06-25 00:58:55,DELIVERED,WEST
464,164,2025-11-07 00:43:41,PLACED,EAST
465,446,2024-01-26 12:11:31,CANCELLED,WEST
466,,2023-03-23 11:43:22,SHIPPED,NORTH
467,119,2023-04-21 01:50:00,DELIVERED,CENTRAL
468,430,2023-11-05 17:59:20,CANCELLED,SOUTH
469,334,2023-12-20 20:19:51,DELIVERED,SOUTH
470,226,2023-04-25 05:23:11,DELIVERED,WEST
471,466,2023-10-04 14:35:11,PLACED,SOUTH
472,277,2023-11-11 02:58:06,PLACED,CENTRAL
473,140,2023-06-22 14:27:13,DELIVERED,SOUTH
474,226,2024-04-03 12:25:07,DELIVERED,CENTRAL
475,592,2025-05-08 16:13:25,PLACED,CENTRAL
476,222,2025-07-07 23:44:00,DELIVERED,NORTH
477,253,2024-01-20 23:49:33,DELIVERED,CENTRAL
478,588,2023-01-08 21:18:21,PLACED,WEST
479,517,2023-02-22 05:27:54,DELIVERED,NORTH
480,247,2023-05-10 01:52:35,PLACED,WEST
481,136,2024-07-10 18:19:56,DELIVERED,NORTH
482,,2025-11-05 07:27:19,DELIVERED,CENTRAL
483,25,2024-12-07 13:41:38,PLACED,WEST
484,380,2025-08-31 17:12:22,DELIVERED,NORTH
485,341,04-04-2025,DELIVERED,EAST
486,556,2025-06-12 14:06:18,DELIVERED,NORTH
487,344,2023-03-27 03:31:38,RETURNED,EAST
488,114,2024-08-17 21:35:49,DELIVERED,EAST
489,573,2025-12-30 23:35:41,DELIVERED,SOUTH
490,343,2024-01-06 16:52:19,DELIVERED,CENTRAL
