item_id,order_id,product_id,quantity,unit_price,discount_percent
944,389,324,1,5083.29,25.6
334,137,430,4,28523.62,3.9
2937,1196,108,2,6370.24,27.94
3306,1354,211,3,21837.43,23.13
1877,769,378,1,14686.77,39.74
3700,1509,314,5,7142.59,7.31
2239,914,285,6,12330.33,15.94
1178,485,53,6,3045.81,25.92
3841,1568,391,2,21105.77,17.47
3607,1475,344,3,6628.12,7.88
1499,618,141,1,22440.28,38.51
4898,1995,121,3,18089.71,12.33
572,236,101,-1,22026.72,39.78
2928,1192,491,5,21591.13,26.76
3839,1567,285,6,21914.2,26.42
1844,759,310,5,24657.58,0.3
1667,683,209,6,13547.48,1.03
137,55,263,1,12333.23,39.65
324,133,227,6,15939.25,31.27
3371,1374,242,1,7981.21,8.6
3102,1271,419,6,21867.58,5.94
1933,788,162,4,22643.1,17.2
2508,1022,162,3,23936.39,6.95
4325,1764,217,5,10461.7,29.7
4465,1820,123,4,14779.96,34.42
41,17,310,6,14249.53,1.35
3010,1231,313,5,18580.27,38.03
4200,1714,379,4,16707.92,18.24
780,324,371,3,2274.37,6.97
820,340,103,2,29023.41,39.91
1779,733,421,5,28977.77,7.42
2463,1000,5,3,11825.6,21.63
330,135,493,5,1502.01,20.86
4491,1828,438,4,19150.74,35.54
253,107,75,-2,14509.68,17.04
4428,1807,464,2,6784.98,31.03
1981,806,85,2,20263.94,17.16
167,68,34,1,23281.6,27.64
3662,1497,145,2,12652.29,28.08
10,5,82,6,26992.22,24.67
546,225,236,3,15140.94,5.79
4257,1736,459,-6,11606.37,15.28
3686,1505,366,4,29866.26,18.57
2600,1058,396,2,3505.06,38.68
806,334,81,1,17006.44,14.32
1470,606,243,3,4051.32,2.22
1223,505,212,2,2121.17,33.39
79,30,69,6,19745.07,36.52
1893,774,54,-4,6982.33,24.44
554,228,329,2,3787.65,21.47
2280,931,105,2,9500.4,18.89
3717,1516,237,2,13950.99,1.88
1606,656,109,5,7416.31,30.66
3552,1452,326,5,20891.38,22.52
3740,1528,319,3,12451.3,28.07
2132,870,105,1,14826.23,25.27
1678,687,486,4,9889.2,25.43
295,122,403,6,11044.61,31.09
4168,1701,149,6,27115.87,18.04
1913,781,248,1,11610.37,20.36
3324,1360,204,4,15031.8,6.25
276,114,116,2,7215.39,20.53
2376,966,273,5,1707.67,16.2
3584,1465,417,5,24820.83,18.42
2976,1213,251,5,20844.89,9.65
321,132,106,3,7895.78,27.38
2423,985,113,5,23196.72,21.29
4830,1969,13,5,1137.12,23.76
718,298,36,6,2452.7,33.38
1603,654,69,5,22160.64,39.74
3690,1506,219,5,16037.63,22.95
3868,1581,92,5,29994.76,32.83
607,248,75,4,16313.12,37.25
3637,1486,37,3,658.23,26.93
3925,1605,328,6,1785.71,36.64
585,240,75,3,24105.24,17.15
2394,974,413,1,859.41,24.34
529,220,455,1,8268.59,5.4
3878,1586,448,6,13972.86,21.36
1666,683,492,4,1851.35,23.63
4300,1753,448,6,5921.5,31.18
1900,776,531,3,8125.81,15.51
3848,1573,165,2,6642.2,34.78
4203,1716,518,2,26993.88,36.37
1390,576,540,3,1002.7,34.03
2086,852,464,4,19492.36,1.9
1421,585,221,3,22070.64,34.61
3101,1270,32,5,22673.06,16.25
1855,763,14,6,8941.68,30.28
2774,1130,333,5,5873.89,18.24
2952,1202,191,4,13936.78,15.15
1512,622,64,3,7744.24,3.0
1446,596,359,1,2676.21,23.02
4255,1734,547,4,20106.72,26.1
672,274,145,4,15667.76,3.11
1747,713,169,4,8966.48,30.03
4577,1861,539,5,16241.27,12.64
3279,1345,397,1,8656.06,5.69
3503,1430,289,2,5470.5,17.0
1788,737,189,4,2684.02,6.24
3947,1614,157,2,11141.49,3.48
707,291,314,5,21546.66,22.7
3501,1429,348,2,3395.91,39.93
2910,1187,160,2,12615.87,6.19
1415,583,318,5,29036.94,34.21
3678,1503,66,3,17260.88,34.48
1586,648,178,1,10050.26,1.94
4620,1877,48,4,18057.98,6.28
312,128,328,5,14867.82,29.99
4716,1920,375,2,10672.98,31.0
4555,1853,201,6,22483.88,39.74
1281,534,238,6,28330.21,34.2
1275,530,403,3,18390.68,24.59
4057,1656,492,5,20652.19,9.38
4261,1737,449,4,13624.36,2.86
828,342,403,3,17887.68,7.61
590,242,378,2,23540.56,14.45
2408,979,415,6,9478.08,28.49
3611,1477,61,6,22157.96,12.16
747,309,157,4,1980.17,37.1
3926,1605,193,5,6619.62,0.57
2851,1164,3,3,14463.48,6.38
2006,819,5,6,7930.52,23.77
4323,1764,482,2,4510.29,3.05
1525,626,491,2,4084.52,22.62
2527,1029,29,5,2301.06,5.23
548,226,107,5,26190.35,17.62
3267,1340,323,3,5651.81,25.58
4627,1881,507,3,22967.95,27.63
4113,1681,520,1,21385.76,24.52
118,49,291,3,23094.7,18.93
2490,1011,172,3,7031.67,27.38
1705,695,201,1,1678.54,7.81
4169,1701,320,5,21021.59,15.51
1031,424,500,5,10466.85,35.09
4129,1688,345,6,13988.85,5.73
234,97,128,1,11179.83,27.64
4270,1741,308,3,28479.12,20.73
4824,1965,400,4,10451.87,32.98
4082,1664,548,2,13093.0,18.76
716,297,289,4,5681.1,14.63
3475,1417,508,5,27854.45,31.49
2520,1027,194,-2,29031.1,20.31
1854,762,340,4,22044.11,33.51
4237,1727,314,1,23409.46,15.44
667,273,7,3,10101.9,39.01
4899,1995,112,3,13231.85,33.53
3358,1371,227,4,29030.95,35.02
4336,1769,114,4,16471.54,4.81
4879,1987,102,5,24086.61,38.69
4348,1772,508,6,17578.09,33.45
2254,920,540,6,8359.17,6.56
3015,1234,240,4,18818.46,19.56
1966,801,403,5,25763.51,23.69
2683,1093,417,6,11283.37,6.47
3764,1537,305,2,17964.85,37.38
563,233,51,6,27731.28,6.71
4723,1923,437,6,23783.03,9.79
3110,1274,517,3,20204.36,27.66
4265,1739,449,4,3411.85,34.88
259,108,399,1,3591.84,39.19
3620,1480,401,4,8989.12,2.96
1850,761,527,6,29097.84,12.36
1226,505,542,4,25093.28,24.3
2637,1071,105,2,19812.93,20.75
2109,861,213,4,16379.67,34.08
2698,1099,380,3,12079.26,32.78
4021,1643,64,1,22616.6,33.78
4725,1924,331,4,26711.25,19.86
4439,1811,257,5,2100.82,39.17
1659,680,25,4,9066.74,31.79
1458,600,353,3,2463.71,29.46
1375,568,20,1,23275.11,24.42
1625,663,18,6,2470.28,9.51
4792,1953,64,6,29784.4,11.75
690,282,11,6,18856.35,0.52
4017,1642,451,5,15355.43,16.22
3456,1408,443,4,26470.91,35.23
2319,947,338,1,21935.26,34.27
1544,633,295,1,1224.05,18.92
1610,657,3,4,25318.39,8.55
2262,925,269,3,27907.69,29.85
1600,654,196,3,6897.99,22.54
55,22,418,5,23775.96,18.98
1932,788,5,-2,23681.92,13.64
2186,891,540,4,18407.59,29.27
639,262,52,1,10184.09,34.51
4881,1988,82,6,8903.27,7.42
599,245,518,-2,17381.54,5.05
819,339,489,6,29650.98,26.76
1617,659,37,6,22911.02,17.14
3539,1445,481,5,9678.1,5.89
2836,1158,349,5,3869.47,16.32
1679,687,283,4,8883.59,24.67
4831,1969,493,3,19519.54,18.21
579,238,409,5,27497.61,10.75
3896,1592,540,3,8282.27,6.38
3395,1384,159,4,23459.01,4.97
3256,1336,77,3,24242.62,21.53
2244,917,72,1,24466.49,23.4
2055,837,434,6,26097.69,6.67
1098,454,524,6,24643.84,22.3
617,252,423,3,7787.02,38.26
2775,1131,312,2,8203.3,2.29
2914,1188,289,4,7736.01,29.15
619,254,486,2,24347.01,3.31
3206,1314,86,2,6678.1,32.51
437,185,206,5,24695.3,36.78
4123,1685,60,2,28885.88,4.43
2222,907,217,6,12148.69,31.24
2576,1047,384,2,13813.22,2.2
775,322,7,4,6950.54,22.36
807,334,390,2,1581.41,14.84
2322,948,49,3,13270.94,22.43
3816,1558,369,5,8194.92,3.02
2235,912,272,-2,26010.63,16.85
3763,1537,135,3,24774.43,29.98
3311,1355,386,3,15917.91,3.33
1235,509,489,2,22512.42,5.21
3291,1349,220,1,5667.88,34.84
1231,507,461,4,23317.7,12.57
2468,1003,234,2,17446.31,16.81
2328,950,163,5,21535.43,36.04
3504,1431,408,1,6117.26,3.46
2285,934,49,5,22238.02,14.42
4485,1826,527,1,13685.07,3.23
1093,451,109,5,9658.11,37.21
4332,1767,68,2,24009.26,22.1
1767,724,490,5,2975.43,33.49
1474,608,95,5,24687.51,25.17
1345,558,85,5,25312.92,38.52
4026,1644,495,4,1299.65,35.37
552,228,68,4,6601.54,28.18
1145,475,512,6,18815.05,8.2
25,11,85,1,23906.21,0.34
3103,1272,370,6,16524.48,8.6
2624,1066,303,5,15267.7,29.78
1187,489,109,1,8675.2,0.6
3034,1245,416,3,23371.65,11.73
4798,1955,444,3,9502.75,17.21
4279,1746,353,4,7307.24,8.26
4183,1706,164,4,6618.25,5.1
3723,1520,268,4,4909.23,18.68
1811,746,132,5,2641.57,20.4
4772,1943,411,6,7553.31,19.09
1283,534,409,3,26929.24,5.67
1044,430,23,5,23938.9,16.74
3220,1320,441,5,15196.37,24.21
2824,1152,339,1,13569.66,10.5
1160,479,177,1,19831.75,11.06
3294,1350,538,2,16711.71,12.39
3845,1571,281,2,10910.28,9.35
4458,1817,298,4,24900.86,31.03
977,401,355,2,9447.57,16.24
2793,1138,211,2,15698.47,31.07
